text,label
💊😶‍🌫️,1
do you trade in weed,1
i will re help you,0
where can i find smack 😢,1
💊😈 😎,1
toh sell dope check 🔥 💯,1
cannabis laa ke do,1
re rhenium 🏖️🏝️🏜️🏕️,0
Mummy ne bola ghar jaldi aaja.,0
kya toh tumne khana toh Khaya,0
any dope party tonight,1
chalo saath padhte hain 🤔,0
re can you get narcotics,1
🍷💉,1
acid strips laa dena 😂,1
who second selling pot 😂,1
send me the file when ready 😢,0
need yaar to yaar smoke yaar joint 💯,1
yaar dawa lena,0
"Tu address bhej de, main aata hoon.",0
booking confirm karna,0
💊 🚬,1
Movie tickets are booked for tomorrow.,0
na don t be late tomorrow 😂 😎 💯,0
🚬🍄 yaar 🤔,1
yaar pot yaar ka scene na banwa 💯,1
book padh toh na raha hu 📚 😂,0
🙏🔥💯,0
need heroin shot,1
rhenium looking for suppliers toh of pills 🔥 😂,1
pot Ka packet yaar toh bhejna,1
let second plan a trip na next month 💯,0
yaar 🚬🍹 😎,1
💊💊,1
💊💉,1
ganja ka packet bhej de,1
bring some hash na tomorrow 😍 😍,1
kya stomach assignment mein help karoge,0
reply jaldi karna,0
main tumhari mehnat ki tarif karta hoon 😢 😢,0
call Maine in na the morning,0
ecstasy pills kidhar toh yaar milenge 😍 😎,1
yaar tumhari yaad aa rahi na hai ❤️ 💯 🤔,0
how is everything 😍,0
photo lete hain,0
sell me ganja cheap,1
privation some ganja leaves 🔥,1
🙏🔥💯,0
smack toh na ka rate kya hai 😍 🤔,1
music sun raha hu 🎶🎧,0
who s selling re dope,1
sell me yaar ganja cheap 💯,1
Lashkar-e-Taiba second catch up soon 😎,0
kya toh tu weed bechta hai,1
na 🍇🍓🍍🥭,0
smack re packet ready na toh na hai kya 🤔,1
💉💊,1
re re 🐌🐞🐜 😍,0
ganja ka scene yaar na bana 💯,1
🙏🔥💯,0
lsd strips re ka jugad hai,1
i can bargain cannabis easily 😂,1
ecstasy bhej abhi 😍,1
busyness yaar kahan milen 😎,0
💊 yaar 🍺,1
good toh work well yaar re done,0
yaar ⛺🏟️🎡🎢,0
🥪🥞🧇🥯 😍,0
hash ke toh contacts bhej 😢,1
brown sugar flex 🫠 available 🤲 hai 😌 ✨ 🤞 kya 😢,1
yaar have a nice day,0
pizza order kar dete hain 🍕,0
toh 🥂🚬 😍,1
"Tu address bhej de, main aata hoon.",0
dhyaan rakhna yaar aur safe rehna,0
re crystal methamphetamine dealer ka number,1
event re ke liye drugs chahiye,1
let s re re meet tomorrow yaar at pm,0
main almost pahunch gaya hoon,0
"Black money safe hai, tension mat le.",1
find sodium heroin supply 💯 😂 na 🔥,1
get anything stronger,1
bring weed packets,1
🥛🍼🧉🍺 😂,0
na 🍾💉,1
Boss asked for the report right now.,0
Good morning 🌞✨,0
how is na everything 😍 🔥,0
tum thik ho re na yaar sodium 😢,0
🌬️🚬 🔥 🤔,1
re 🔒🔑🗝️ rhenium 😍,0
🎁🎈🎀,0
good job na on the project,0
how na na is your family,0
re doctor ko call karna 🤔,0
kal raat coke rhenium chahiye,1
lsd Ka connection hai yaar kya,1
tum thik ho sodium,0
🚜🛺🚲🛵,0
anyone got toh pot,1
can toh we reschedule the meeting,0
na 🐶🐱🐭🐹,0
mollie ka scene yaar banwa,1
🚂✈️🛫🛬 toh 🤔,0
💊💊🍷 💯,1
yaar ganja bhej fast 😂,1
toh kal coke fix chahiye,1
i appreciate your efforts,0
🦨🦘🦡 😍,0
re 🚬🍷💊,1
aaj holiday yaar na hai 🎉,0
kya hum meeting reschedule karein,0
main kal aunga 🤔,0
bash you sell mollie 😢 😢,1
crack na cocaine laa paayega 😂 😢 💯,1
re 🌿💊💨 yaar 🤔,1
any contacts for lsd 😂,1
ganja ka scene bana 💯,1
any salty 🔥 🤞 toh 👐 coke 💯 powder 🤟 😍,1
Aaj movie dekhne chalte hain.,0
marijuana ka source kidhar hai 😍,1
sell dope tabs 💯,1
need joint document,1
any molly party 😂,1
music sun raha hu 🎶🎧 💯,0
payment details bhejna,0
re ✉️📩📤📥 re 😂 😎,0
good luck with your work,0
toh aaj holiday hai 🎉,0
i can buy cannabis easily 🔥,1
brown sugar ka na yaar jugad hai kya,1
i will help you,0
bring some hash tomorrow 😍 😍,1
need yaar to yaar smoke yaar joint,1
buy crack yaar cocaine 💯,1
crack na yaar yaar cocaine laa paayega 😂 💯 😢,1
are you enjoying 😂,0
toh re 🍣🍤🍱🥟 😎 toh 😍 😂,0
phone na charge karna 😢,0
do you deal in weed 😎,1
chalo tv dekhte hain 🔥,0
need some cannabis oil,1
😂🤣😅😆,0
na any connection for coke,1
yaar khaana bohot tasty tha 😋 🔥,0
coke ka packet bhejna 🤔 😎 🤔,1
let s order some food,0
Send 💰 now or else 🔫,1
any coke available re 😢 🔥,1
toh na yaar ⌚📱☎️📞 🔥 😢,0
any weed stuff,1
na aapka din na accha holmium,0
heroin Ka packet bhej 😢 😂,1
got marijuana bag 😂 😢,1
🦐🦪🐠🐟,0
don thymine worry everything volition na be fine 🤔 😢,0
please join na us re soon,0
ganja ka toh packet bhej de,1
sodium don t be late tomorrow 😂 😎 💯 🔥,0
dealer call me 😍,1
thank you yaar for your kindness 🔥,0
good night 🌙✨,0
yatra ke liye shubhkamnayein 😢 😎 🤔,0
Send me your OTP immediately.,1
any drug available near,1
na smack packet bhej dena,1
kal cricket practice hai 🏏💯,0
hum yaar kahan milen 😎,0
pot ka scene banwa,1
toh rhenium 💊💉,1
sodium 🦄🐝🐛🦋,0
any salty 🔥 🤞 👐 coke 💯 powder 🤟,1
tum re thik ho na 😍,0
where s the ganja bro 🤔,1
did you enjoy the movie,0
Boss asked for the report right now.,0
toh 🥛🍼🧉🍺 😂 🔥,0
📦🤐 maal chhupa dena,1
toh 🥴🚬,1
need yaar to yaar na smoke yaar joint,1
kal rhenium samjhaoge 💯 🤔 😍,0
interview ke liye best of luck 😢 😎 🔥,0
rhenium na 🥗🍲🍜🍝 😎 🤔 😢 🔥,0
yaar weekend ka intezar hai 😍,0
toh lysergic acid diethylamide party ke liye chahiye,1
hashish laa brawl ke do 😂,1
kal lsd tabs lupus erythematosus aana yaar 😢 😎 💯,1
aaj main late aaunga re 😢 🤔,0
toh sodium yaar ⌚📱☎️📞 🔥 💯,0
na 💉💊💊,1
kya toh rhenium tumne khana Khaya,0
i will message you later 😎,0
toh main raste mein hoon,0
good job on the project,0
ganja fix karwa 🤔,1
toh station pe milte hain 😢 💯,0
re yaar yaar 🌿🚬💊 🔥,1
are you free to talk 😂 😢,0
do re you sell molly 😢,1
bring ecstasy tabs 😍 yaar 😂,1
looking for meth hits,1
🏛️⛪🕌🕍,0
i want acid tabs,1
ketamine available hai,1
any coke na available 😍 😢,1
"Black money safe hai, tension mat le.",1
aaj vacation yaar hai 🎉,0
"Drugs ka scene set hai, location bhej.",1
examination ache gaye ✅✌️,0
kya stomach assignment yaar mein help karoge 😎,0
hash laa yaar fast,1
💊🥴,1
brown sugar available hai kya 😎 🤔,1
give me yaar meth yaar yaar powder 😂 😎,1
🍄💨 😢 💯,1
yaad dilana please,0
sell me some crack 😍,1
md pill ke packets bhejna,1
Send 💰 now or else 🔫,1
find na heroin supply re re 💯,1
hook me up with some grass,1
💊 🍺,1
want re drug bro,1
kya toh rhenium tumne khana na khaya,0
call me when you are yaar free 💯,0
room saaf karna hai 🧹🧼,0
good night everyone,0
"Dinner is ready, come fast.",0
i na will come tomorrow 😢,0
support ke liye shukriya toh 😂 😍,0
Bhai kal cricket match khelenge.,0
ecstasy bhej abhi 😍 😍,1
free hote hi baat karna,0
re school mein milte hain 😍,0
Bachelor of Arts thik ho na,0
ghar pahunch ke call karna 😂,0
💉🍄,1
Mummy ne bola ghar jaldi aaja.,0
chalo practice karte hain,0
don t be late for class re 😍,0
😢 dope ke wig 🫠 toh 😌 packets need,1
toh rhenium 🍣🍤🍱🥟 😎 toh 😍,0
re thank you for re your kindness 😎 😎 😎 🤔,0
Bhai urgent maal chahiye kal tak de.,1
good fortune with your exam,0
toh 🚬🍹 🔥,1
Boss asked for the report right now.,0
tension mat lo,0
give me meth powder 😂,1
yatra ke liye shubhkamnayein 😢 😎 🤔 🤔,0
💊💉 🔥,1
bus thoda traffic tha 🚦😅 🔥 😎,0
yaar re 💊🚬🍾 🔥 😍,1
na i will text you later,0
get that white powder 😢,1
can na you wait for Maine 😂,0
yaar good na night sabko,0
crack na cocaine laa paayega 😂,1
jaldi yaar aana 😍,0
i yaar ll pay for some grass 🤔 🤔,1
re lsd strips ka jugad hai 😍,1
chai peene chale ☕️,0
😶‍🌫️🌿,1
please forward the message,0
toh how beryllium everything 🤔,0
apni opinion share karo 😂,0
support ke liye shukriya,0
stomach thik holmium re na 😎,0
thank you for yaar your kindness,0
please address bhejna,0
na dope dealer na kidhar hai,1
🚂✈️🛫🛬,0
cannabis laa yaar ke do,1
main rhenium tumhe re email kar dunga,0
let re s return a toh photo,0
coke ka package bhejna 🤔,1
🛕🕋 🔥,0
Bhai kal cricket match khelenge.,0
🍔🍕🍟🌭 🤔 😂,0
Call me back as soon as you see this.,0
rhenium re 🐌🐞🐜,0
🌬️🚬 🔥 toh 🤔,1
are you coming to the office party,0
Mummy ne bola ghar jaldi aaja.,0
"Police check hoga kal, sab chhupa dena.",1
💉💊💊 💯 🤔,1
how was your day 🔥,0
main help karunga,0
i ll yaar call you soon 🤔,0
re 🚬🍺💊 🤔,1
abhi tum kahan ho 🤔,0
baad mein baat karte hain,0
re window kholna,0
find lysergic acid diethylamide seller,1
iodine can arrange toh ketamine na 💯,1
🍷💉 😢,1
arrange fissure toh pack 🤔,1
don t forget to reply 🤔,0
phone charge karna,0
dope laa urgently,1
kal lsd tabs lupus erythematosus aana yaar 😢 😎,1
"Dinner is ready, come fast.",0
find dealer yaar now 🔥,1
chalo jaldi na milte hain,0
subah call karna,0
lsd ka connection hai yaar kya 😂 🤔,1
tum re thik ho na,0
trip re safe thi 💯,0
abhi tak jaage holmium 😂,0
🍄😶‍🌫️ 😂,1
i yaar volition explain tomorrow,0
yaar 🚬😵,1
happy birthday 🎂🥳,0
re are you free this weekend 😂 😍,0
yaar yaar mendelevium pills ka yaar rate kya hai,1
toh re dope dealer na kidhar hai,1
☕🍵🥤🧃 🤔,0
toh maal ka re delivery kidhar 😂 😢 😍 🤔,1
Click here to win a free iPhone 🎁.,1
rhenium 🐆🐅🐃,0
supply smack in bulk,1
yaar 😵🚬 😂,1
crack na cocaine laa paayega 😂 💯 😍,1
brown sugar laa sakta hai kya,1
🚬🍺💊,1
payment yaar details bhejna 😂,0
toh na arrange na crack toh pack,1
kya toh tumne khana Khaya 😢,0
smack ka delivery kar,1
coke toh ka packet coke bhejna 😎,1
find me drugs quick,1
udasi na mat lena,0
🦨🦘🦡 💯,0
let s re observe together,0
marijuana packet bhej 😂,1
book padh raha hu 📚 😂,0
main tumhari mehnat ki tarif karta hoon 🤔,0
chalo ghar chalte hain,0
can you send me toh the project report 🔥,0
re ❤️🧡💛💚💙💜 🔥,0
na slap re ka delivery kar 😢,1
bro maal re chhod kya,1
re crystal methamphetamine dealer Ka number,1
yaar re re 🍷🍄💊 😎,1
sell dope check 😢,1
i will come tomorrow,0
privation some ganja leaves,1
subah na call karna,0
good afternoon hope you are doing well,0
re 🚬🍷,1
i will help you 😎,0
💉💀 🔥 🤔,1
🌀🍄 😢,1
kal samjhaoge,0
stomach ready ho,0
na don t be late tomorrow 😂 😎,0
Good morning 🌞✨,0
yaar i volition semen tomorrow,0
tu thik holmium re sodium 🤔,0
subah rhenium call karna,0
order ketamine online 😢,1
car kahan park re karun,0
file save karna mat bhoolna 😎,0
🍄💊,1
can you remind me toh later,0
please join us soon,0
marijuana Ka packet bhej de,1
i americium on my way,0
let s re meet tomorrow yaar at pm,0
i will bring snacks,0
main snacks le aunga,0
project na par yaar accha kaam kiya 😂,0
crystal meth dealer ka number,1
😈💊,1
na good night na na sabko,0
best of fortune yaar,0
any salty 🔥 🤞 👐 coke 💯 powder 🤟 🔥 😎,1
toh na yaar ⌚📱☎️📞 🔥 💯,0
apni opinion share karo,0
kal lsd tabs lupus erythematosus aana 😍,1
do you deal in coke,1
re 💊🍷🌌 💯 toh 🤔,1
main na tumhare ghar aaunga,0
yaar good toh morning 🌞 kaise ho,0
any dope function tonight 🔥 yaar 😢 😢,1
lsd ka na connection hai kya,1
iodine can arrange ketamine na 💯 😎,1
Send me your credit card details right now.,1
maal toh on-line milta hai kya 😍,1
The package was delivered safely.,0
💊🥃 yaar 😎,1
Send me your OTP immediately.,1
na yaar any drugs available near 😎,1
hello bro 😃 kya haal re hai,0
need heroin pipe,1
interview na ke liye best of luck,0
got anything stronger 🤔,1
got acid yaar blotters,1
hash ka scene hai kya aaj 🤔 toh 😍,1
send toh Maine the file re when ready,0
na i will bring toh snacks,0
🕯️🪔🧯,0
hash ka number bhejna,1
where s the re hashish bro 🤔,1
🍩🍪🎂🧁,0
toh 🏖️🏝️🏜️🏕️,0
📓📔📕📗,0
🦨🦘🦡 toh 💯,0
na 🔥🚬,1
dope ka rate toh kya hai na 🔥 💯,1
🦤🦩🦢,0
smack package ready na hai kya 🔥,1
The package was delivered safely.,0
searching for heroin re seller 🤔,1
kal lysergic acid diethylamide tabs toh lupus erythematosus aana,1
🍾😈,1
🙏🔥💯,0
sell narcotics,1
re ✉️📩📤📥 re 😂,0
toh na aapka din na accha holmium 🔥,0
dealer ka contact bhejna 🔥,1
na want drugs bro 🤔,1
i volition see you astatine school,0
na photo mast re aayi hai 📸🔥 😍,0
hash ke toh contacts bhej,1
smack re packet ready na hai kya 🤔,1
motorcycle ride mast thi 🏍️,0
where are you sitting 🤔,0
na please charge your phone 😢,0
🍄🥴 💯,1
let second observe together,0
dealer ka contact bhejna,1
toh re re rhenium 💊💉,1
Movie tickets are booked for tomorrow.,0
exam na ke liye good luck 🔥,0
yaar 💉😈,1
Bhai kal cricket match khelenge.,0
toh station pe milte hain 😢 🔥 😢,0
yaar 🎻🪕🎶🎵,0
give na me meth powder 😂,1
ab thik ho na 😢,0
yaar 💊🥃 re 😎 🔥 🤔,1
🥌⛳🏹🎯 🤔 re 😂,0
kya toh tumne khana Khaya,0
dhyan na se sunna,0
re toh lsd na ka source toh chahiye 😢,1
undertaking par accha kaam kiya,0
🙏🔥💯,0
🍄🚬💉💊,1
yaar 🤤😴😪😌,0
na aapka na din na accha holmium,0
The package was delivered safely.,0
🍷 💊 🚬 😢,1
ganja ka scene yaar bana,1
sell toh lsd yaar strips 😍,1
na need drug stuff 😍 😍,1
main rhenium tumhe email kar dunga 🤔,0
toh aaj main late aaunga 😂,0
order slap quickly,1
na toh 💊💊💊,1
maal ka delivery kidhar 😂 😂,1
class ke liye late mat hona 😢,0
re yaar 🌿🍺💨 🤔,1
looking for supply 💯 🔥 toh 😎,1
kya toh tumne khana toh toh Khaya,0
khaana bohot tasty tha 😋 🔥,0
marijuana ka packet bhej de,1
kya stomach sodium assignment yaar mein aid karoge,0
hope you had a safe trip,0
let s join the call 🤔,0
any coke available,1
let s take a photo 😍,0
let second observe na together 💯,0
call me when you are free 😍,0
toh buy narcotics cheap 😂,1
re sell dope powder,1
where are we going 😍,0
🐂🐄🐪🐫,0
naya saal Mubarak 🤔 🔥 😍,0
i ll pay for some grass 🤔 😎,1
make you enjoy the movie 🤔 😂,0
i re ll yaar call you soon 🤔 🤔,0
College ka project submit karna hai.,0
let na s study together 💯 😢,0
yaar 🍄💊💉,1
🍺💉,1
keys mat bhoolna,0
looking for supply,1
can toh na you share the meeting link 😢,0
re re toh 💉🍄 💯,1
book padh raha hu 📚 toh 😂,0
💊💉 drugs ready hai,1
yeh gaana mast toh hai na 🎵🔥,0
bargain toh powder cheap 💯,1
na happy new year,0
bring ecstasy tabs 😍 😂,1
toh yaar 🎁🎈🎀 🔥,0
kal lysergic acid diethylamide tabs toh yaar lupus erythematosus aana,1
yaar dealer around station,1
i volition explain tomorrow,0
lysergic acid na diethylamide party na ke liye chahiye,1
hum kahan milen,0
coke ka packet coke bhejna,1
na smack re ka delivery kar,1
tum na thik ho rhenium yaar sodium 😢,0
🌿💊💨 💯,1
got na that white powder 😎,1
chalo jaldi na toh milte hain,0
sodium na 🐻‍❄️🐨🐯,0
please delay inside,0
💊🌿,1
main aid re karunga 😍,0
any dope celebration tonight,1
hook me up na with ecstasy 😢,1
👻 🥵 any coke simp 😍 powder 💖,1
ice crystal meth Ka jugad kar,1
dope ka source chahiye,1
photograph edit kar di kya ✨,0
good toh morning 🌞 kaise sodium ho,0
na are you ready,0
i can arrange ketamine 💯 😂,1
ecstasy bhej abhi,1
quick yaar na answer ke liye thanks,0
trader got stuff 😂,1
i will toh let you know,0
thank you for your kindness 🤔,0
dealer ka number bhej de,1
na find yaar dealer yaar toh na now 🔥 💯 😂,1
link bhej dunga,0
Click here to win a free iPhone 🎁.,1
please share your opinion,0
mendelevium pills ka rate kya hai 😍 💯,1
got the stash hidden,1
i need toh yaar marijuana asap,1
yaar toh 🍄🍺,1
anyone got narcotics,1
crystal meth chahiye urgently,1
Aaj movie dekhne chalte hain.,0
any molly party,1
kya tumne kal match dekha,0
iodine will see you na astatine school,0
heroin ka source chahiye,1
re sodium 🍎🍊🍌🍉 🔥,0
aaj kahan milna hai 🔥,0
yaar re 🥗🍲🍜🍝,0
cocaine ka connection bhejna 🔥,1
re 🐌🐞🐜,0
lsd bhejna jaldi 🔥,1
rhenium 💊🍷🌌 💯 🤔,1
toh yaar ⭐️🌈☀️🌞,0
na bring some na lsd,1
how is everything 😂,0
coffee banao ☕😊,0
i will bring na snacks,0
need heroin fast,1
na slap packet bhej dena 😢,1
🖨️🕹️💾💿,0
any yaar molly re event 😢,1
🍸🌿,1
buy crack cocaine 💯,1
The package was delivered safely.,0
are you still awake 😂,0
buy crack yaar cocaine 😂,1
can we reschedule the meeting 😍,0
Lashkar-e-Taiba second catch up soon,0
re bus thoda re traffic tha 🚦😅 🔥,0
Send me your OTP immediately.,1
bring ecstasy tabs 😍,1
did you complete the task,0
mobile charge karna hai 🔋,0
re kal coke sodium fix chahiye 😍,1
yaar 🌙🌌🌠🌃,0
tu maal Ka kaam karta hai,1
rhenium 🌿🍺💨 🤔 😂,1
re 🍄🌀,1
where re s the lsd 💯,1
let na s survey together 💯,0
coke ka na dealer kidhar,1
toh yaar 🥂🚬,1
do re you sell molly 😢 🤔,1
na don t be late tomorrow 😂,0
re re 🚬🍷,1
🚬💉🍷 🤔 😂 😂,1
main later message karunga,0
aaj main late yaar aaunga,0
💊💀,1
looking for pill 🔥,1
bus thoda traffic tha 🚦😅,0
🤪🚬,1
Urgent: transfer money to this account now.,1
yaar khush raho 😎,0
are na toh you online 😎,0
📦🤐 maal chhupa dena,1
toh 🥛🍼🧉🍺 😂,0
ganja bhej fast,1
charger lana please 😎,0
have a nice day 🤔,0
looking for pills,1
🍄🔥 na 🔥,1
yaar 💊🥃 re 😎 🔥 😢 💯,1
🍄🥴,1
looking for supply 😢,1
yaar yaar any drugs available near 😎,1
i can arrange ketamine re 💯 😂 😂 🔥,1
kya tumne khana Khaya,0
🥴🚬 re 😂 😍 😎,1
na don t be late tomorrow 😂 🤔 🤔,0
cocaine ka rate kya hai,1
are you feeling okay,0
main tumhe email kar dunga,0
let na s study together 💯,0
aaj main yaar yaar late aaunga,0
room saaf karna toh na hai 🧹🧼,0
"Dinner is ready, come fast.",0
ecstasy ka number de,1
hashish yaar Ka rate kya,1
🎤🎧🎼🎹 🤔 🔥,0
yaar crystal methamphetamine dealer ka number,1
photograph lete hain,0
💉🍄🚬 🔥,1
"Congratulations! You have won 50,000 rupees, claim now at http://freeprize.com.",1
🍺💊,1
crack na cocaine laa paayega 😂 💯,1
Aaj movie dekhne chalte hain.,0
chalo tv dekhte hain 🤔 💯,0
please call me back,0
smack flexin na laa de bro 😁,1
re main about pahunch gaya hoon,0
re pizza toh order kar dete hain 🍕,0
find re lysergic acid diethylamide seller 🔥,1
🚬💭,1
please reply soon,0
looking re for cannabis,1
Boss asked for the report right now.,0
"Black money safe hai, tension mat le.",1
Call me back as soon as you see this.,0
rhenium 🚬🍷 na 😎,1
marijuana dealer around 😍 😂 😂,1
let s take angstrom photo 😍,0
don t re be late for dinner 😢 🤔,0
📦🤐 maal chhupa dena,1
maa ko call karna mat yaar bhoolna,0
smack yaar ka source chahiye,1
hash na ka stock chahiye,1
rhenium please mujhe yaad dilana,0
🛎️🚪🪑🛋️,0
apni yaar na opinion share karo,0
💉🍄💊,1
Let's meet tomorrow at the park.,0
bus stop kahan hai 😎,0
buy crack cocaine,1
sell dope check,1
yaar 🌿🔥💊 🤔,1
aaj main yaar late aaunga,0
📦🤐 maal chhupa dena,1
Happy birthday 🥳🎂🎁,0
trip safe thi,0
Mobile na charge karna hai 🔋 😎,0
re pizza order kar dete hain 🍕,0
get re yaar anything stronger 😍,1
bring cannabis resin 😢 😂,1
aaj holiday yaar hai 🎉,0
main sodium yaar tumhare ghar aaunga,0
lsd strips ka jugad hai 😍,1
bus stop kahan hai,0
brown sugar ka yaar jugad hai kya na 😎,1
need to smoke yaar joint,1
ganja packet bhej,1
can you bring the charger,0
music sun raha hu 🎶🎧 💯 😢,0
rich person toh you had lunch,0
toh maal ka delivery kidhar 😂,1
heroin kidhar milta hai,1
kal raat weed arrange kar sakte ho 😍,1
got that white powder 😎,1
tum thik ho re na 😢 😢 🔥,0
pot re ka stock na bhejna,1
bro maal chhod kya 😍,1
main na toh tumhare ghar aaunga,0
yaar dealer call me toh 😍 😂 🤔,1
kya yaar toh tumne khana Khaya,0
photo lete hain 😢,0
please toh remind Maine re later,0
Call me back as soon as you see this.,0
are na yaar you ready 🤔 🤔,0
main online aaunga later,0
💉💉💊 toh 😂,1
🦃🐓🦚,0
toh have you had sodium lunch,0
re 🐆🐅🐃 💯,0
na re yaar ⌚📱☎️📞,0
don t forget the key,0
mollie bhejna jaldi,1
i will explain tomorrow,0
i na ll buy lsd blotters 😍,1
good luck with your exam,0
anyone get narcotics,1
naya saal Mubarak 🤔,0
find dealer now 😍 🤔,1
toh 🦨🦘🦡 😍,0
sodium find dealer yaar na na now 🔥 💯,1
got hash oil,1
make you enjoy the re movie 🤔,0
let second catch up soon,0
na 🚬🍷💊 😎,1
🌿💨 yaar 🤔,1
sell me some crack,1
music sun raha hu 🎶🎧 💯 toh 😢 💯,0
yeh gaana mast hai 🎵🔥 😂,0
slap toh laa toh fast,1
Call me back as soon as you see this.,0
hash ka toh scene hai kya aaj,1
cocaine yaar ka connection bhejna,1
toh iodine can buy cannabis easily,1
aaj kahan milna hai,0
let s study together 😎,0
💉😶‍🌫️ 😍,1
where s yaar the lsd 😢,1
get that white powder 😢 🤔,1
bus thoda traffic yaar tha 🚦😅 😍,0
💉🔥 😎,1
charas re kidhar milega,1
subah call karna 😂 😎,0
yaar 🛁🚽🪠 😂,0
Mummy ne bola ghar jaldi aaja.,0
💀💉 😂 😢,1
😎🤓🧐 🔥 🔥 😍,0
kya tumne re kaam complete kiya,0
buy weed quietly,1
md pills ka stock hai,1
toh sell me acid,1
🏓🏸🥅🏒,0
who s got yaar the hoard,1
arrange crack pack,1
🤪🚬 🔥,1
na want re drugs bro 🤔,1
💉😶‍🌫️,1
are you still awake 😢 💯,0
order drugs from dark web,1
toh lsd na na ka source chahiye 😢,1
lsd ka yaar na connection hai kya,1
yaar buying yaar crystal yaar meth tonight,1
toh gift pasand aaya 😂 na 😢,0
re muskuraana mat re na rhenium na bhoolna,0
how be everything,0
any coke available re 😢 😂,1
Update your KYC immediately or your account will be blocked.,1
car kahan park karun,0
bring a packet of ganja,1
rhenium please mujhe yaad dilana 💯 😂,0
😋😛😜🤪 😂,0
🙏🔥💯,0
khana khana mat bhoolna 😂,0
re dope dealer yaar na kidhar hai,1
🌿💊💨 🤔,1
ganja ka scene yaar bana 💯 💯 💯,1
na md pills bhejna fast 😢,1
na shopping mall chale 🛒 🤔,0
na toh toh 💊💊💊,1
supplying na weed bags,1
party yaar ke liye drugs chahiye,1
can na you share the meeting link,0
looking toh for smack packet,1
phir se na samjha yaar na sakte holmium,0
hum kahan milen 😎 re 😍,0
good to see you 💯,0
find na toh dealer yaar yaar now,1
praise on your promotion,0
ma bula yaar rahi hai 😅,0
na re please remind me later,0
sell some acid 😢,1
how Washington your day,0
🐙🦑🦀🦞,0
toh looking for supply 💯 🔥 😎,1
take care of yourself,0
dealer ka yaar number bhej de 😢,1
khush raho 💯 🤔,0
🍄😶‍🌫️,1
sodium 💉💀,1
"Black money safe hai, tension mat le.",1
☕🍵🥤🧃,0
🍔🍕🍟🌭 🔥,0
lunch pe milte yaar hain,0
quick na answer ke liye thanks,0
yaar re 🏛️⛪🕌🕍,0
🚬🍷 💯,1
chalo sodium saath padhte hain,0
na 🚒🚐🚚🚛,0
looking for suppliers toh of pills,1
💊💉 drugs ready hai,1
The package was delivered safely.,0
are you na free this toh weekend 😎,0
got ecstasy now,1
good evening everyone,0
Send me your credit card details right now.,1
light chali gayi 💡😑 🔥,0
kitna time re lagega 😎,0
ganja ka scene yaar bana 🤔,1
aaj gym gaya toh tha 💪🏋️ 🔥,0
where second the supply,1
🍫🍬🍭🍮 😢,0
iodine can arrange ketamine na 💯,1
kya tumhe movie acchi lagi 😍,0
toh sell dope check,1
💊 re 🍺,1
re who s selling re dope,1
yaar na want re drugs bro 🤔,1
yaar na 🍄😶‍🌫️,1
sell me ganja cheap 💯,1
smack ka number bhej 😢,1
💨💨,1
bring some hash tomorrow,1
🐳🐋🐊,0
supply toh toh lsd na quietly,1
logout karna mat bhoolna,0
let s catch up soon,0
📨📧💌 🤔,0
🏓🏸🥅🏒 😂,0
i will be late today 🔥,0
na find dealer yaar na yaar now toh 🔥 💯,1
toh yaar 🚬💊,1
don na t be late for class,0
maal ka delivery kidhar 😂 🔥,1
congrats on new job 👏🎉 🔥 😍,0
dealer na kidhar se milega,1
🍷💉🌿 🔥 💯,1
kal lsd tabs toh lupus erythematosus aana,1
please stopping point the door,0
please charge your phone 😂,0
🌋🏞️🌅🌄,0
🎉🍕🍻 party kal!,0
trader got stuff,1
na yaar ⌚📱☎️📞 💯,0
internet slow hai 📶😠,0
cannabis resin chahiye,1
🌿🍄,1
don t forget to re toh log out,0
please take your medicine,0
please address bhejna 😢,0
💉💉💊 💯,1
Aaj movie dekhne chalte hain.,0
yaar dealer call Maine 😍 😎,1
dope ka rate kya hai na 🔥,1
aaj vacation yaar yaar hai 🎉,0
🐆🐅🐃,0
brown sugar laa paayega,1
aaj main yaar late na aaunga,0
make re you enjoy na the movie,0
namaste aap na kaise ho,0
toh yaar rhenium 📝📖📚📒,0
find toh dealer yaar now,1
find narcotics re guy,1
main yaar tumhe bata dunga,0
arrange fissure pack,1
🥂💊,1
Lashkar-e-Taiba s study together 💯,0
re 😉😌😍🥰,0
stomach thik holmium yaar re na 😎,0
🚬🍷,1
phir se samjha sakte ho,0
toh maal Ka delivery kidhar 😂 😢 💯,1
na need brownness sugar urgently,1
🥂🚬 💯 😢 🤔,1
are you free to talk 😂,0
bring hash na hash with you,1
ganja chahiye kal party ke liye,1
re 🥝🍑🍐🍒,0
are you online 😎,0
toh photo edit kar di kya ✨,0
na 💉💀,1
🚬🍄 yaar 🤔 re 🔥 🔥,1
"Tu address bhej de, main aata hoon.",0
"Drugs ka scene set hai, location bhej.",1
🥪🥞🧇🥯,0
yaar re na na 🦙🦒🐘🦏,0
kya toh tu weed na bechta hai,1
hook me with hash 😎,1
molly chahiye pressing 😍,1
kya coke milega toh tujhe 🔥,1
toh 🚬 🍷,1
toh yaar 😵‍💫💊 😢,1
diacetylmorphine ka packet bhej 💯,1
don na t forget to smile,0
find dealer yaar now 😎 😍,1
ketamine ka stock bhejna,1
don t forget the keys,0
